Raw or SAHI,Confidence,Sahi Slice Ratio,Class,Success Rate,Sahi Raw Input
raw,0.28,0,tren,-0.2222222222222222,2
raw,0.29,0,tren,-0.2222222222222222,2
raw,0.3,0,tren,-0.2222222222222222,2
raw,0.31,0,tren,-0.2222222222222222,2
raw,0.32,0,tren,-0.2222222222222222,2
raw,0.33,0,tren,-0.2222222222222222,2
raw,0.34,0,tren,-0.2222222222222222,2
raw,0.35,0,tren,-0.2222222222222222,2
raw,0.36,0,tren,-0.2222222222222222,2
raw,0.37,0,tren,-0.2222222222222222,2
raw,0.38,0,tren,-0.2222222222222222,2
raw,0.39,0,tren,-0.2222222222222222,2
raw,0.4,0,tren,-0.2222222222222222,2
raw,0.41,0,tren,-0.2222222222222222,2
raw,0.42,0,tren,-0.2222222222222222,2
raw,0.43,0,tren,-0.2222222222222222,2
raw,0.44,0,tren,-0.2222222222222222,2
raw,0.45,0,tren,-0.2222222222222222,2
raw,0.46,0,tren,-0.2222222222222222,2
raw,0.47,0,tren,-0.2222222222222222,2
raw,0.48,0,tren,-0.2222222222222222,2
raw,0.49,0,tren,-0.2222222222222222,2
raw,0.5,0,tren,-0.2222222222222222,2
raw,0.51,0,tren,-0.2222222222222222,2
raw,0.52,0,tren,-0.2222222222222222,2
raw,0.53,0,tren,-0.2222222222222222,2
raw,0.54,0,tren,-0.2222222222222222,2
raw,0.55,0,tren,-0.2222222222222222,2
raw,0.56,0,tren,-0.2222222222222222,2
raw,0.57,0,tren,-0.2222222222222222,2
raw,0.58,0,tren,-0.2222222222222222,2
raw,0.59,0,tren,-0.2222222222222222,2
raw,0.6,0,tren,-0.2222222222222222,2
raw,0.61,0,tren,-0.2222222222222222,2
raw,0.62,0,tren,-0.2222222222222222,2
raw,0.63,0,tren,-0.2222222222222222,2
raw,0.64,0,tren,-0.2222222222222222,2
raw,0.65,0,tren,-0.2222222222222222,2
raw,0.66,0,tren,-0.2222222222222222,2
raw,0.67,0,tren,-0.2222222222222222,2
raw,0.68,0,tren,-0.1111111111111111,2
raw,0.69,0,tren,-0.1111111111111111,2
raw,0.7,0,tren,-0.1111111111111111,2
raw,0.71,0,tren,-0.1111111111111111,2
raw,0.72,0,tren,0.0,2
raw,0.73,0,tren,0.0,2
raw,0.74,0,tren,0.0,2
raw,0.75,0,tren,0.0,2
raw,0.76,0,tren,0.0,2
raw,0.77,0,tren,0.0,2
raw,0.78,0,tren,0.0,2
raw,0.79,0,tren,0.0,2
raw,0.8,0,tren,0.0,2
raw,0.81,0,tren,0.0,2
raw,0.82,0,tren,0.0,2
raw,0.83,0,tren,0.0,2
raw,0.84,0,tren,0.0,2
raw,0.85,0,tren,0.0,2
raw,0.86,0,tren,0.0,2
raw,0.87,0,tren,0.0,2
raw,0.88,0,tren,0.0,2
raw,0.89,0,tren,0.0,2
raw,0.9,0,tren,0.0,2
raw,0.91,0,tren,0.0,2
raw,0.92,0,tren,0.0,2
raw,0.93,0,tren,0.0,2
raw,0.94,0,tren,0.0,2
raw,0.95,0,tren,0.0,2
raw,0.96,0,tren,0.0,2
raw,0.97,0,tren,0.0,2
raw,0.98,0,tren,0.0,2
raw,0.99,0,tren,0.0,2
raw,0.0,0,ins,0.3922849641550923,2
raw,0.01,0,ins,0.3922849641550923,2
raw,0.02,0,ins,0.4850847950765793,2
raw,0.03,0,ins,0.5212400117818035,2
raw,0.04,0,ins,0.5442612711789434,2
raw,0.05,0,ins,0.5625816520038298,2
raw,0.06,0,ins,0.5740744307807089,2
raw,0.07,0,ins,0.584707599803438,2
raw,0.08,0,ins,0.5941978279542248,2
raw,0.09,0,ins,0.5996078798629225,2
raw,0.1,0,ins,0.6039392279950289,2
raw,0.11,0,ins,0.6101096341150606,2
raw,0.12,0,ins,0.6142605094083289,2
raw,0.13,0,ins,0.6194942217346238,2
raw,0.14,0,ins,0.6223406235864896,2
raw,0.15,0,ins,0.6239249690674838,2
raw,0.16,0,ins,0.6267720272419619,2
raw,0.17,0,ins,0.6298400655022037,2
raw,0.18,0,ins,0.6317007021565242,2
raw,0.19,0,ins,0.6336265301134388,2
raw,0.2,0,ins,0.6359726770183296,2
raw,0.21,0,ins,0.6397616403389528,2
raw,0.22,0,ins,0.6413661677056031,2
raw,0.23,0,ins,0.643387202254007,2
raw,0.24,0,ins,0.6451919306423846,2
raw,0.25,0,ins,0.6477185503861131,2
raw,0.26,0,ins,0.6502451701298417,2
raw,0.27,0,ins,0.6517196612868296,2
raw,0.28,0,ins,0.6528278228616653,2
raw,0.29,0,ins,0.6530748980388225,2
raw,0.3,0,ins,0.6554047444617639,2
raw,0.31,0,ins,0.6568716008477239,2
raw,0.32,0,ins,0.6578401030480631,2
raw,0.33,0,ins,0.6577554772309874,2
raw,0.34,0,ins,0.6582365943436267,2
raw,0.35,0,ins,0.6585108181552307,2
raw,0.36,0,ins,0.6602622598374882,2
raw,0.37,0,ins,0.6612517551333745,2
raw,0.38,0,ins,0.6610833563511387,2
raw,0.39,0,ins,0.6607875860370919,2
raw,0.4,0,ins,0.6614516962693224,2
raw,0.41,0,ins,0.662505212287308,2
raw,0.42,0,ins,0.6624929153100706,2
raw,0.43,0,ins,0.6622424769298588,2
raw,0.44,0,ins,0.6633465395628281,2
raw,0.45,0,ins,0.6632787771351926,2
raw,0.46,0,ins,0.6628347465070986,2
raw,0.47,0,ins,0.6601487922797667,2
raw,0.48,0,ins,0.6605475862129332,2
raw,0.49,0,ins,0.6587355708803669,2
raw,0.5,0,ins,0.6573766438541329,2
raw,0.51,0,ins,0.656870773578674,2
raw,0.52,0,ins,0.6562291539400518,2
raw,0.53,0,ins,0.6546773268290167,2
raw,0.54,0,ins,0.6527892393844953,2
raw,0.55,0,ins,0.650306796269646,2
raw,0.56,0,ins,0.649545971630797,2
raw,0.57,0,ins,0.6447766317502357,2
raw,0.58,0,ins,0.640480660132668,2
raw,0.59,0,ins,0.6366739367796799,2
raw,0.6,0,ins,0.6319408919588061,2
raw,0.61,0,ins,0.625417728597487,2
raw,0.62,0,ins,0.6219749626749352,2
raw,0.63,0,ins,0.6162224574708138,2
raw,0.64,0,ins,0.6096923492957148,2
raw,0.65,0,ins,0.6025293089419118,2
raw,0.66,0,ins,0.5934764868798101,2
raw,0.67,0,ins,0.5839669776078189,2
raw,0.68,0,ins,0.572809186914556,2
raw,0.69,0,ins,0.5613933530879444,2
raw,0.7,0,ins,0.5461755753770566,2
raw,0.71,0,ins,0.535519733458572,2
raw,0.72,0,ins,0.5208478112730165,2
raw,0.73,0,ins,0.5052521171471283,2
raw,0.74,0,ins,0.4934402796648236,2
raw,0.75,0,ins,0.47250871448170434,2
raw,0.76,0,ins,0.44629317751436753,2
raw,0.77,0,ins,0.4232351430754073,2
raw,0.78,0,ins,0.3950023817296,2
raw,0.79,0,ins,0.36735376056803404,2
raw,0.8,0,ins,0.33083915536195724,2
raw,0.81,0,ins,0.29698545368945906,2
raw,0.82,0,ins,0.25151107115589033,2
raw,0.83,0,ins,0.20869160980154314,2
raw,0.84,0,ins,0.15167429802299395,2
raw,0.85,0,ins,0.1016817341082639,2
raw,0.86,0,ins,0.059138412324156814,2
raw,0.87,0,ins,0.02434477164614198,2
raw,0.88,0,ins,0.006406383472136137,2
raw,0.89,0,ins,0.0,2
raw,0.9,0,ins,0.0,2
raw,0.91,0,ins,0.0,2
raw,0.92,0,ins,0.0,2
raw,0.93,0,ins,0.0,2
raw,0.94,0,ins,0.0,2
raw,0.95,0,ins,0.0,2
raw,0.96,0,ins,0.0,2
raw,0.97,0,ins,0.0,2
raw,0.98,0,ins,0.0,2
raw,0.99,0,ins,0.0,2
raw,0.0,0,uyam,0.950949316353342,2
raw,0.01,0,uyam,0.950949316353342,2
raw,0.02,0,uyam,0.9543163197203454,2
raw,0.03,0,uyam,0.9576833230873487,2
raw,0.04,0,uyam,0.9576833230873487,2
raw,0.05,0,uyam,0.9576833230873487,2
raw,0.06,0,uyam,0.9576833230873487,2
raw,0.07,0,uyam,0.9576833230873487,2
raw,0.08,0,uyam,0.9576833230873487,2
raw,0.09,0,uyam,0.9576833230873487,2
raw,0.1,0,uyam,0.9576833230873487,2
raw,0.11,0,uyam,0.9576833230873487,2
raw,0.12,0,uyam,0.9576833230873487,2
raw,0.13,0,uyam,0.9576833230873487,2
raw,0.14,0,uyam,0.9576833230873487,2
raw,0.15,0,uyam,0.9576833230873487,2
raw,0.16,0,uyam,0.9576833230873487,2
raw,0.17,0,uyam,0.9576833230873487,2
raw,0.18,0,uyam,0.9576833230873487,2
raw,0.19,0,uyam,0.9576833230873487,2
raw,0.2,0,uyam,0.9576833230873487,2
raw,0.21,0,uyam,0.9576833230873487,2
raw,0.22,0,uyam,0.9576833230873487,2
raw,0.23,0,uyam,0.9576833230873487,2
raw,0.24,0,uyam,0.9576833230873487,2
raw,0.25,0,uyam,0.9576833230873487,2
raw,0.26,0,uyam,0.9576833230873487,2
raw,0.27,0,uyam,0.9576833230873487,2
raw,0.28,0,uyam,0.9576833230873487,2
raw,0.29,0,uyam,0.9576833230873487,2
raw,0.3,0,uyam,0.9576833230873487,2
raw,0.31,0,uyam,0.9576833230873487,2
raw,0.32,0,uyam,0.9576833230873487,2
raw,0.33,0,uyam,0.9576833230873487,2
raw,0.34,0,uyam,0.9576833230873487,2
raw,0.35,0,uyam,0.9576833230873487,2
raw,0.36,0,uyam,0.9576833230873487,2
raw,0.37,0,uyam,0.9576833230873487,2
raw,0.38,0,uyam,0.9576833230873487,2
raw,0.39,0,uyam,0.9576833230873487,2
raw,0.4,0,uyam,0.9576833230873487,2
raw,0.41,0,uyam,0.9576833230873487,2
raw,0.42,0,uyam,0.9576833230873487,2
raw,0.43,0,uyam,0.9576833230873487,2
raw,0.44,0,uyam,0.9576833230873487,2
raw,0.45,0,uyam,0.9576833230873487,2
raw,0.46,0,uyam,0.9576833230873487,2
raw,0.47,0,uyam,0.9576833230873487,2
raw,0.48,0,uyam,0.9576833230873487,2
raw,0.49,0,uyam,0.9576833230873487,2
raw,0.5,0,uyam,0.9576833230873487,2
raw,0.51,0,uyam,0.9576833230873487,2
raw,0.52,0,uyam,0.9576833230873487,2
raw,0.53,0,uyam,0.9576833230873487,2
raw,0.54,0,uyam,0.9576833230873487,2
raw,0.55,0,uyam,0.9576833230873487,2
raw,0.56,0,uyam,0.9576833230873487,2
raw,0.57,0,uyam,0.9576833230873487,2
raw,0.58,0,uyam,0.9576833230873487,2
raw,0.59,0,uyam,0.9576833230873487,2
raw,0.6,0,uyam,0.9576833230873487,2
raw,0.61,0,uyam,0.9576833230873487,2
raw,0.62,0,uyam,0.9576833230873487,2
raw,0.63,0,uyam,0.9576833230873487,2
raw,0.64,0,uyam,0.9576833230873487,2
raw,0.65,0,uyam,0.9576833230873487,2
raw,0.66,0,uyam,0.9576833230873487,2
raw,0.67,0,uyam,0.9576833230873487,2
raw,0.68,0,uyam,0.9576833230873487,2
raw,0.69,0,uyam,0.9576833230873487,2
raw,0.7,0,uyam,0.9576833230873487,2
raw,0.71,0,uyam,0.9576833230873487,2
raw,0.72,0,uyam,0.9576833230873487,2
raw,0.73,0,uyam,0.9576833230873487,2
raw,0.74,0,uyam,0.9576833230873487,2
raw,0.75,0,uyam,0.9576833230873487,2
raw,0.76,0,uyam,0.9576833230873487,2
raw,0.77,0,uyam,0.9576833230873487,2
raw,0.78,0,uyam,0.9576833230873487,2
raw,0.79,0,uyam,0.9576833230873487,2
raw,0.8,0,uyam,0.9576833230873487,2
raw,0.81,0,uyam,0.9576833230873487,2
raw,0.82,0,uyam,0.9576833230873487,2
raw,0.83,0,uyam,0.9576833230873487,2
raw,0.84,0,uyam,0.947982558037,2
raw,0.85,0,uyam,0.947982558037,2
raw,0.86,0,uyam,0.9307693188767286,2
raw,0.87,0,uyam,0.9307693188767286,2
raw,0.88,0,uyam,0.9307693188767286,2
raw,0.89,0,uyam,0.9307693188767286,2
raw,0.9,0,uyam,0.9307693188767286,2
raw,0.91,0,uyam,0.9218178061228703,2
raw,0.92,0,uyam,0.9218178061228703,2
raw,0.93,0,uyam,0.9059889273489219,2
raw,0.94,0,uyam,0.857442272884468,2
raw,0.95,0,uyam,0.5131672411612646,2
raw,0.96,0,uyam,0.11834298750664596,2
raw,0.97,0,uyam,0.0,2
raw,0.98,0,uyam,0.0,2
raw,0.99,0,uyam,0.0,2
raw,0.0,0,yaam,0.0,2
raw,0.01,0,yaam,0.0,2
raw,0.02,0,yaam,0.0,2
raw,0.03,0,yaam,0.0,2
raw,0.04,0,yaam,0.0,2
raw,0.05,0,yaam,0.0,2
raw,0.06,0,yaam,0.0,2
raw,0.07,0,yaam,0.0,2
raw,0.08,0,yaam,0.0,2
raw,0.09,0,yaam,0.0,2
raw,0.1,0,yaam,0.0,2
raw,0.11,0,yaam,0.0,2
raw,0.12,0,yaam,0.0,2
raw,0.13,0,yaam,0.0,2
raw,0.14,0,yaam,0.0,2
raw,0.15,0,yaam,0.0,2
raw,0.16,0,yaam,0.0,2
raw,0.17,0,yaam,0.0,2
raw,0.18,0,yaam,0.0,2
raw,0.19,0,yaam,0.0,2
raw,0.2,0,yaam,0.0,2
raw,0.21,0,yaam,0.0,2
raw,0.22,0,yaam,0.0,2
raw,0.23,0,yaam,0.0,2
raw,0.24,0,yaam,0.0,2
raw,0.25,0,yaam,0.0,2
raw,0.26,0,yaam,0.0,2
raw,0.27,0,yaam,0.0,2
raw,0.28,0,yaam,0.0,2
raw,0.29,0,yaam,0.0,2
raw,0.3,0,yaam,0.0,2
raw,0.31,0,yaam,0.0,2
raw,0.32,0,yaam,0.0,2
raw,0.33,0,yaam,0.0,2
raw,0.34,0,yaam,0.0,2
raw,0.35,0,yaam,0.0,2
raw,0.36,0,yaam,0.0,2
raw,0.37,0,yaam,0.0,2
raw,0.38,0,yaam,0.0,2
raw,0.39,0,yaam,0.0,2
raw,0.4,0,yaam,0.0,2
raw,0.41,0,yaam,0.0,2
raw,0.42,0,yaam,0.0,2
raw,0.43,0,yaam,0.0,2
raw,0.44,0,yaam,0.0,2
raw,0.45,0,yaam,0.0,2
raw,0.46,0,yaam,0.0,2
raw,0.47,0,yaam,0.0,2
raw,0.48,0,yaam,0.0,2
raw,0.49,0,yaam,0.0,2
raw,0.5,0,yaam,0.0,2
raw,0.51,0,yaam,0.0,2
raw,0.52,0,yaam,0.0,2
raw,0.53,0,yaam,0.0,2
raw,0.54,0,yaam,0.0,2
raw,0.55,0,yaam,0.0,2
raw,0.56,0,yaam,0.0,2
raw,0.57,0,yaam,0.0,2
raw,0.58,0,yaam,0.0,2
raw,0.59,0,yaam,0.0,2
raw,0.6,0,yaam,0.0,2
raw,0.61,0,yaam,0.0,2
raw,0.62,0,yaam,0.0,2
raw,0.63,0,yaam,0.0,2
raw,0.64,0,yaam,0.0,2
raw,0.65,0,yaam,0.0,2
raw,0.66,0,yaam,0.0,2
raw,0.67,0,yaam,0.0,2
raw,0.68,0,yaam,0.0,2
raw,0.69,0,yaam,0.0,2
raw,0.7,0,yaam,0.0,2
raw,0.71,0,yaam,0.0,2
raw,0.72,0,yaam,0.0,2
raw,0.73,0,yaam,0.0,2
raw,0.74,0,yaam,0.0,2
raw,0.75,0,yaam,0.0,2
raw,0.76,0,yaam,0.0,2
raw,0.77,0,yaam,0.0,2
raw,0.78,0,yaam,0.0,2
raw,0.79,0,yaam,0.0,2
raw,0.8,0,yaam,0.0,2
raw,0.81,0,yaam,0.0,2
raw,0.82,0,yaam,0.0,2
raw,0.83,0,yaam,0.0,2
raw,0.84,0,yaam,0.0,2
raw,0.85,0,yaam,0.0,2
raw,0.86,0,yaam,0.0,2
raw,0.87,0,yaam,0.0,2
raw,0.88,0,yaam,0.0,2
raw,0.89,0,yaam,0.0,2
raw,0.9,0,yaam,0.0,2
raw,0.91,0,yaam,0.0,2
raw,0.92,0,yaam,0.0,2
raw,0.93,0,yaam,0.0,2
raw,0.94,0,yaam,0.0,2
raw,0.95,0,yaam,0.0,2
raw,0.96,0,yaam,0.0,2
raw,0.97,0,yaam,0.0,2
raw,0.98,0,yaam,0.0,2
raw,0.99,0,yaam,0.0,2
raw,0.0,0,uuap,0.9402998294732972,2
raw,0.01,0,uuap,0.9402998294732972,2
raw,0.02,0,uuap,0.9402998294732972,2
raw,0.03,0,uuap,0.9402998294732972,2
raw,0.04,0,uuap,0.9402998294732972,2
raw,0.05,0,uuap,0.9402998294732972,2
raw,0.06,0,uuap,0.9402998294732972,2
raw,0.07,0,uuap,0.9402998294732972,2
raw,0.08,0,uuap,0.9402998294732972,2
raw,0.09,0,uuap,0.9402998294732972,2
raw,0.1,0,uuap,0.9402998294732972,2
raw,0.11,0,uuap,0.9402998294732972,2
raw,0.12,0,uuap,0.9402998294732972,2
raw,0.13,0,uuap,0.9402998294732972,2
raw,0.14,0,uuap,0.9402998294732972,2
raw,0.15,0,uuap,0.9402998294732972,2
raw,0.16,0,uuap,0.9402998294732972,2
raw,0.17,0,uuap,0.9402998294732972,2
raw,0.18,0,uuap,0.9402998294732972,2
raw,0.19,0,uuap,0.9402998294732972,2
raw,0.2,0,uuap,0.9402998294732972,2
raw,0.21,0,uuap,0.9402998294732972,2
raw,0.22,0,uuap,0.9402998294732972,2
raw,0.23,0,uuap,0.9402998294732972,2
raw,0.24,0,uuap,0.9402998294732972,2
raw,0.25,0,uuap,0.9402998294732972,2
raw,0.26,0,uuap,0.9402998294732972,2
raw,0.27,0,uuap,0.9402998294732972,2
raw,0.28,0,uuap,0.9402998294732972,2
raw,0.29,0,uuap,0.9402998294732972,2
raw,0.3,0,uuap,0.9402998294732972,2
raw,0.31,0,uuap,0.9402998294732972,2
raw,0.32,0,uuap,0.9402998294732972,2
raw,0.33,0,uuap,0.9402998294732972,2
raw,0.34,0,uuap,0.9402998294732972,2
raw,0.35,0,uuap,0.9402998294732972,2
raw,0.36,0,uuap,0.9402998294732972,2
raw,0.37,0,uuap,0.9402998294732972,2
raw,0.38,0,uuap,0.9402998294732972,2
raw,0.39,0,uuap,0.9402998294732972,2
raw,0.4,0,uuap,0.9402998294732972,2
raw,0.41,0,uuap,0.9402998294732972,2
raw,0.42,0,uuap,0.9402998294732972,2
raw,0.43,0,uuap,0.9402998294732972,2
raw,0.44,0,uuap,0.9402998294732972,2
raw,0.45,0,uuap,0.9402998294732972,2
raw,0.46,0,uuap,0.9402998294732972,2
raw,0.47,0,uuap,0.9402998294732972,2
raw,0.48,0,uuap,0.9402998294732972,2
raw,0.49,0,uuap,0.9402998294732972,2
raw,0.5,0,uuap,0.9402998294732972,2
raw,0.51,0,uuap,0.9402998294732972,2
raw,0.52,0,uuap,0.9402998294732972,2
raw,0.53,0,uuap,0.9402998294732972,2
raw,0.54,0,uuap,0.9402998294732972,2
raw,0.55,0,uuap,0.9402998294732972,2
raw,0.56,0,uuap,0.9402998294732972,2
raw,0.57,0,uuap,0.9402998294732972,2
raw,0.58,0,uuap,0.9402998294732972,2
raw,0.59,0,uuap,0.9402998294732972,2
raw,0.6,0,uuap,0.9402998294732972,2
raw,0.61,0,uuap,0.9402998294732972,2
raw,0.62,0,uuap,0.9402998294732972,2
raw,0.63,0,uuap,0.9402998294732972,2
raw,0.64,0,uuap,0.9402998294732972,2
raw,0.65,0,uuap,0.9402998294732972,2
raw,0.66,0,uuap,0.9402998294732972,2
raw,0.67,0,uuap,0.9402998294732972,2
raw,0.68,0,uuap,0.9402998294732972,2
raw,0.69,0,uuap,0.9402998294732972,2
raw,0.7,0,uuap,0.9402998294732972,2
raw,0.71,0,uuap,0.9402998294732972,2
raw,0.72,0,uuap,0.9402998294732972,2
raw,0.73,0,uuap,0.9402998294732972,2
raw,0.74,0,uuap,0.9402998294732972,2
raw,0.75,0,uuap,0.9402998294732972,2
raw,0.76,0,uuap,0.9251280160825248,2
raw,0.77,0,uuap,0.9251280160825248,2
raw,0.78,0,uuap,0.9251280160825248,2
raw,0.79,0,uuap,0.9251280160825248,2
raw,0.8,0,uuap,0.9251280160825248,2
raw,0.81,0,uuap,0.9251280160825248,2
raw,0.82,0,uuap,0.9251280160825248,2
raw,0.83,0,uuap,0.9251280160825248,2
raw,0.84,0,uuap,0.9251280160825248,2
raw,0.85,0,uuap,0.9251280160825248,2
raw,0.86,0,uuap,0.9251280160825248,2
raw,0.87,0,uuap,0.9304190213735302,2
raw,0.88,0,uuap,0.9151467443189044,2
raw,0.89,0,uuap,0.9005219629009545,2
raw,0.9,0,uuap,0.8850800529289374,2
raw,0.91,0,uuap,0.8850800529289374,2
raw,0.92,0,uuap,0.8850800529289374,2
raw,0.93,0,uuap,0.8850800529289374,2
raw,0.94,0,uuap,0.6985669729458197,2
raw,0.95,0,uuap,0.3890130744040661,2
raw,0.96,0,uuap,0.015354992579582345,2
raw,0.97,0,uuap,0.0,2
raw,0.98,0,uuap,0.0,2
raw,0.99,0,uuap,0.0,2
raw,0.0,0,yuap,0.9004471060291007,2
raw,0.01,0,yuap,0.9004471060291007,2
raw,0.02,0,yuap,0.913780439362434,2
raw,0.03,0,yuap,0.913780439362434,2
raw,0.04,0,yuap,0.913780439362434,2
raw,0.05,0,yuap,0.913780439362434,2
raw,0.06,0,yuap,0.913780439362434,2
raw,0.07,0,yuap,0.913780439362434,2
raw,0.08,0,yuap,0.9271137726957673,2
raw,0.09,0,yuap,0.9271137726957673,2
raw,0.1,0,yuap,0.9404471060291008,2
raw,0.11,0,yuap,0.9404471060291008,2
raw,0.12,0,yuap,0.9404471060291008,2
raw,0.13,0,yuap,0.9404471060291008,2
raw,0.14,0,yuap,0.9404471060291008,2
raw,0.15,0,yuap,0.9404471060291008,2
raw,0.16,0,yuap,0.9404471060291008,2
raw,0.17,0,yuap,0.9404471060291008,2
raw,0.18,0,yuap,0.9404471060291008,2
raw,0.19,0,yuap,0.9404471060291008,2
raw,0.2,0,yuap,0.9404471060291008,2
raw,0.21,0,yuap,0.9404471060291008,2
raw,0.22,0,yuap,0.9404471060291008,2
raw,0.23,0,yuap,0.9404471060291008,2
raw,0.24,0,yuap,0.9404471060291008,2
raw,0.25,0,yuap,0.9404471060291008,2
raw,0.26,0,yuap,0.9404471060291008,2
raw,0.27,0,yuap,0.9404471060291008,2
raw,0.28,0,yuap,0.9404471060291008,2
raw,0.29,0,yuap,0.9404471060291008,2
raw,0.3,0,yuap,0.9404471060291008,2
raw,0.31,0,yuap,0.9404471060291008,2
raw,0.32,0,yuap,0.9404471060291008,2
raw,0.33,0,yuap,0.9404471060291008,2
raw,0.34,0,yuap,0.9404471060291008,2
raw,0.35,0,yuap,0.9404471060291008,2
raw,0.36,0,yuap,0.9404471060291008,2
raw,0.37,0,yuap,0.9404471060291008,2
raw,0.38,0,yuap,0.9404471060291008,2
raw,0.39,0,yuap,0.9404471060291008,2
raw,0.4,0,yuap,0.9404471060291008,2
raw,0.41,0,yuap,0.9404471060291008,2
raw,0.42,0,yuap,0.9404471060291008,2
raw,0.43,0,yuap,0.9404471060291008,2
raw,0.44,0,yuap,0.9404471060291008,2
raw,0.45,0,yuap,0.9404471060291008,2
raw,0.46,0,yuap,0.9404471060291008,2
raw,0.47,0,yuap,0.9404471060291008,2
raw,0.48,0,yuap,0.9404471060291008,2
raw,0.49,0,yuap,0.9404471060291008,2
raw,0.5,0,yuap,0.9404471060291008,2
raw,0.51,0,yuap,0.9537804393624341,2
raw,0.52,0,yuap,0.9537804393624341,2
raw,0.53,0,yuap,0.9537804393624341,2
raw,0.54,0,yuap,0.9537804393624341,2
raw,0.55,0,yuap,0.9537804393624341,2
raw,0.56,0,yuap,0.9537804393624341,2
raw,0.57,0,yuap,0.9537804393624341,2
raw,0.58,0,yuap,0.9537804393624341,2
raw,0.59,0,yuap,0.9537804393624341,2
raw,0.6,0,yuap,0.9537804393624341,2
raw,0.61,0,yuap,0.9537804393624341,2
raw,0.62,0,yuap,0.9537804393624341,2
raw,0.63,0,yuap,0.9537804393624341,2
raw,0.64,0,yuap,0.9537804393624341,2
raw,0.65,0,yuap,0.9537804393624341,2
raw,0.66,0,yuap,0.9537804393624341,2
raw,0.67,0,yuap,0.9537804393624341,2
raw,0.68,0,yuap,0.9537804393624341,2
raw,0.69,0,yuap,0.9537804393624341,2
raw,0.7,0,yuap,0.9537804393624341,2
raw,0.71,0,yuap,0.9537804393624341,2
raw,0.72,0,yuap,0.9537804393624341,2
raw,0.73,0,yuap,0.9537804393624341,2
raw,0.74,0,yuap,0.9537804393624341,2
raw,0.75,0,yuap,0.9537804393624341,2
raw,0.76,0,yuap,0.9537804393624341,2
raw,0.77,0,yuap,0.9537804393624341,2
raw,0.78,0,yuap,0.9537804393624341,2
raw,0.79,0,yuap,0.9537804393624341,2
raw,0.8,0,yuap,0.9537804393624341,2
raw,0.81,0,yuap,0.9537804393624341,2
raw,0.82,0,yuap,0.9537804393624341,2
raw,0.83,0,yuap,0.9537804393624341,2
raw,0.84,0,yuap,0.9537804393624341,2
raw,0.85,0,yuap,0.9537804393624341,2
raw,0.86,0,yuap,0.9537804393624341,2
raw,0.87,0,yuap,0.9537804393624341,2
raw,0.88,0,yuap,0.9537804393624341,2
raw,0.89,0,yuap,0.9537804393624341,2
raw,0.9,0,yuap,0.9537804393624341,2
raw,0.91,0,yuap,0.9537804393624341,2
raw,0.92,0,yuap,0.8376607215866079,2
raw,0.93,0,yuap,0.606105171310062,2
raw,0.94,0,yuap,0.19534336764142762,2
raw,0.95,0,yuap,0.07795048096369402,2
raw,0.96,0,yuap,0.0,2
raw,0.97,0,yuap,0.0,2
raw,0.98,0,yuap,0.0,2
raw,0.99,0,yuap,0.0,2
